,scores_teaching,scores_research,scores_citations,name,scores_industry_income,scores_international_outlook,location,stats_number_students,male_ratio,female_ratio,male_population,female_population,subjects_offered,stats_pc_intl_students
47,65.7,77.3,80.9,University of Illinois at Urbana-Champaign,50.0,55.4,United States,47202.0,48.0,52.0,22657.0,24545.0,"Art, Performing Arts & Design,Computer Science,Archaeology,General Engineering,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Law,Architecture,Mechanical & Aerospace Engineering,Mathematics & Statistics,Chemical Engineering,Business & Management,Geography,History, Philosophy & Theology,Other Health,Sport Science,Psychology,Medicine & Dentistry,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Chemistry,Electrical & Electronic Engineering,Sociology,Languages, Literature & Linguistics,Education,Accounting & Finance,Civil Engineering,Veterinary Science,Biological Sciences,Physics & Astronomy",23.0
48,55.1,58.6,95.0,Chinese University of Hong Kong,60.2,95.0,Hong Kong,18478.0,0.0,0.0,0.0,0.0,"General Engineering,Education,Languages, Literature & Linguistics,Sport Science,Physics & Astronomy,Geography,Accounting & Finance,Other Health,Medicine & Dentistry,Economics & Econometrics,Psychology,Sociology,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Electrical & Electronic Engineering,Chemistry,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Mathematics & Statistics,Architecture,Business & Management,Art, Performing Arts & Design,Law,Computer Science,Biological Sciences",25.0
49,56.4,65.0,89.1,University of Manchester,45.6,92.4,United Kingdom,36545.0,54.0,46.0,19734.0,16811.0,"Archaeology,Chemical Engineering,Psychology,Languages, Literature & Linguistics,General Engineering,Geography,Education,Mechanical & Aerospace Engineering,Sociology,History, Philosophy & Theology,Electrical & Electronic Engineering,Communication & Media Studies,Business & Management,Chemistry,Computer Science,Biological Sciences,Architecture,Medicine & Dentistry,Mathematics & Statistics,Economics & Econometrics,Law,Civil Engineering,Physics & Astronomy,Accounting & Finance,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Other Health,Geology, Environmental, Earth & Marine Sciences",43.0
50,60.5,57.5,98.5,Washington University in St Louis,44.9,62.1,United States,14243.0,0.0,0.0,0.0,0.0,"General Engineering,Languages, Literature & Linguistics,Computer Science,Geology, Environmental, Earth & Marine Sciences,Law,Psychology,Biological Sciences,Chemistry,Education,Architecture,Communication & Media Studies,History, Philosophy & Theology,Medicine & Dentistry,Economics & Econometrics,Sociology,Chemical Engineering,Business & Management,Mathematics & Statistics,Electrical & Electronic Engineering,Accounting & Finance,Archaeology,Other Health,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Physics & Astronomy",22.0
51,62.2,63.4,95.6,University of North Carolina at Chapel Hill,45.0,41.1,United States,31064.0,58.0,42.0,18017.0,13047.0,"Law,Chemistry,Communication & Media Studies,Archaeology,Education,Accounting & Finance,Biological Sciences,Psychology,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Other Health,Art, Performing Arts & Design,Sociology,Languages, Literature & Linguistics,General Engineering,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Business & Management,Architecture,Geography,Sport Science,Agriculture & Forestry,Economics & Econometrics,History, Philosophy & Theology,Computer Science,Physics & Astronomy",0.0
52,50.1,58.1,95.6,Wageningen University & Research,100.0,86.4,Netherlands,14871.0,53.0,47.0,7882.0,6989.0,"Chemical Engineering,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Business & Management,Other Health,Sociology,Communication & Media Studies,Biological Sciences,Politics & International Studies (incl Development Studies),Veterinary Science,Agriculture & Forestry,Chemistry",27.0
53,49.8,67.7,87.8,Australian National University,47.8,96.5,Australia,18934.0,52.0,48.0,9846.0,9088.0,"Geography,Other Health,Chemistry,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Law,Archaeology,Chemical Engineering,Politics & International Studies (incl Development Studies),Computer Science,Agriculture & Forestry,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Sociology,Communication & Media Studies,Business & Management,Civil Engineering,Psychology,Accounting & Finance,Electrical & Electronic Engineering,Physics & Astronomy,Economics & Econometrics,Mathematics & Statistics,Languages, Literature & Linguistics,General Engineering,Biological Sciences",47.0
54,55.0,62.0,85.8,The University of Queensland,86.2,93.4,Australia,41914.0,55.0,45.0,23053.0,18861.0,"History, Philosophy & Theology,Civil Engineering,Veterinary Science,Sociology,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Architecture,Biological Sciences,Archaeology,Medicine & Dentistry,Sport Science,Accounting & Finance,General Engineering,Communication & Media Studies,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Computer Science,Mathematics & Statistics,Physics & Astronomy,Electrical & Electronic Engineering,Law,Other Health,Chemistry,Education,Chemical Engineering,Psychology,Economics & Econometrics,Geography,Agriculture & Forestry,Art, Performing Arts & Design,Business & Management",41.0
55,73.8,73.8,68.5,Seoul National University,98.2,36.9,South Korea,26871.0,0.0,0.0,0.0,0.0,"Politics & International Studies (incl Development Studies),Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Mechanical & Aerospace Engineering,Civil Engineering,Economics & Econometrics,Veterinary Science,Accounting & Finance,Other Health,Education,General Engineering,Agriculture & Forestry,Architecture,Archaeology,Mathematics & Statistics,Computer Science,Geography,Chemical Engineering,Physics & Astronomy,Business & Management,Sociology,Medicine & Dentistry,Art, Performing Arts & Design,Law,Electrical & Electronic Engineering,History, Philosophy & Theology,Languages, Literature & Linguistics,Psychology,Sport Science,Chemistry",11.0
56,54.3,61.7,87.7,Monash University,79.2,91.0,Australia,60211.0,57.0,43.0,34320.0,25891.0,"Economics & Econometrics,Sport Science,Art, Performing Arts & Design,Geography,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Civil Engineering,Physics & Astronomy,Education,Communication & Media Studies,Architecture,Medicine & Dentistry,Law,Politics & International Studies (incl Development Studies),Other Health,Biological Sciences,Sociology,Accounting & Finance,Mathematics & Statistics,Electrical & Electronic Engineering,Business & Management,Chemical Engineering,Psychology,Archaeology,Computer Science,Chemistry,Languages, Literature & Linguistics,General Engineering,Geology, Environmental, Earth & Marine Sciences",45.0
57,51.8,62.2,90.5,The University of Sydney,66.1,90.9,Australia,47956.0,59.0,41.0,28294.0,19662.0,"History, Philosophy & Theology,Business & Management,Languages, Literature & Linguistics,Computer Science,Medicine & Dentistry,Archaeology,Chemistry,Chemical Engineering,Communication & Media Studies,Education,Sociology,Psychology,Agriculture & Forestry,Accounting & Finance,Sport Science,Art, Performing Arts & Design,Other Health,Veterinary Science,Physics & Astronomy,General Engineering,Law,Geography,Architecture,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Biological Sciences,Civil Engineering,Politics & International Studies (incl Development Studies),Economics & Econometrics,Mechanical & Aerospace Engineering,Mathematics & Statistics",47.0
58,67.4,69.5,79.2,University of Wisconsin-Madison,47.5,50.4,United States,39783.0,0.0,0.0,0.0,0.0,"Sport Science,Geography,Civil Engineering,Computer Science,Psychology,Physics & Astronomy,Medicine & Dentistry,Agriculture & Forestry,Accounting & Finance,Law,Art, Performing Arts & Design,Education,Economics & Econometrics,Mechanical & Aerospace Engineering,Biological Sciences,Politics & International Studies (incl Development Studies),Business & Management,Geology, Environmental, Earth & Marine Sciences,Other Health,History, Philosophy & Theology,Veterinary Science,General Engineering,Mathematics & Statistics,Languages, Literature & Linguistics,Sociology,Chemistry,Architecture,Chemical Engineering,Communication & Media Studies,Electrical & Electronic Engineering",14.0
59,66.8,68.4,79.0,Fudan University,70.7,48.6,China,33140.0,52.0,48.0,17233.0,15907.0,"Mechanical & Aerospace Engineering,Chemical Engineering,Mathematics & Statistics,Psychology,Physics & Astronomy,Other Health,Geology, Environmental, Earth & Marine Sciences,Business & Management,Communication & Media Studies,Languages, Literature & Linguistics,Geography,Law,Medicine & Dentistry,Chemistry,Economics & Econometrics,General Engineering,Politics & International Studies (incl Development Studies),Archaeology,Electrical & Electronic Engineering,Biological Sciences,History, Philosophy & Theology,Education,Art, Performing Arts & Design,Computer Science,Sociology,Accounting & Finance,Agriculture & Forestry",12.0
60,78.5,78.9,58.3,Kyoto University,80.8,38.2,Japan,22299.0,25.0,75.0,5575.0,16724.0,"Biological Sciences,Art, Performing Arts & Design,Electrical & Electronic Engineering,Communication & Media Studies,Medicine & Dentistry,Archaeology,Chemistry,Agriculture & Forestry,Education,Other Health,Civil Engineering,Sociology,Accounting & Finance,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,History, Philosophy & Theology,Psychology,Law,Chemical Engineering,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Computer Science,Geography,Architecture,Sport Science,General Engineering,Business & Management,Politics & International Studies (incl Development Studies),Physics & Astronomy",11.0
61,57.3,60.2,93.8,Boston University,46.5,65.5,United States,27785.0,59.0,41.0,16393.0,11392.0,"Sociology,Medicine & Dentistry,Languages, Literature & Linguistics,General Engineering,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Communication & Media Studies,Electrical & Electronic Engineering,Architecture,Geography,Other Health,History, Philosophy & Theology,Psychology,Biological Sciences,Art, Performing Arts & Design,Computer Science,Physics & Astronomy,Education,Mathematics & Statistics,Law,Chemistry,Archaeology,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Business & Management,Economics & Econometrics",29.0
62,62.1,58.8,90.3,University of Southern California,41.2,65.5,United States,42502.0,49.0,51.0,20826.0,21676.0,"Accounting & Finance,General Engineering,Biological Sciences,Computer Science,Law,Geography,Other Health,Physics & Astronomy,History, Philosophy & Theology,Education,Geology, Environmental, Earth & Marine Sciences,Architecture,Mechanical & Aerospace Engineering,Mathematics & Statistics,Economics & Econometrics,Agriculture & Forestry,Business & Management,Sport Science,Politics & International Studies (incl Development Studies),Archaeology,Medicine & Dentistry,Chemical Engineering,Chemistry,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Art, Performing Arts & Design,Civil Engineering,Communication & Media Studies,Sociology,Psychology",24.0
63,62.2,56.6,92.9,Brown University,37.4,61.9,United States,9851.0,0.0,0.0,0.0,0.0,"Chemistry,Archaeology,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Mathematics & Statistics,Communication & Media Studies,Psychology,Computer Science,Other Health,History, Philosophy & Theology,Sociology,Electrical & Electronic Engineering,Business & Management,General Engineering,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Art, Performing Arts & Design,Biological Sciences,Physics & Astronomy,Architecture,Chemical Engineering,Economics & Econometrics,Politics & International Studies (incl Development Studies),Education",20.0
64,49.0,63.3,91.6,University of Amsterdam,41.6,89.8,Netherlands,25556.0,58.0,42.0,14822.0,10734.0,"Economics & Econometrics,Communication & Media Studies,History, Philosophy & Theology,Biological Sciences,Medicine & Dentistry,Computer Science,Physics & Astronomy,Art, Performing Arts & Design,Mathematics & Statistics,Sociology,Business & Management,Education,Archaeology,Geology, Environmental, Earth & Marine Sciences,Other Health,Psychology,Languages, Literature & Linguistics,Chemistry,Accounting & Finance,Law,Politics & International Studies (incl Development Studies),Geography",29.0
